name,course_id,disciplineId,type,under_development,syllabus_link,course_link
Clothing Comfort,116106040,116,Video,false,syllabus/syllabus.php?subjectId=116106040,
Clothing Comfort,116106041,116,Web,false,syllabus/syllabus.php?subjectId=116106041,
Fabric Manufacture - I,116102005,116,Web,false,syllabus/syllabus.php?subjectId=116102005,
Fabric Structure & Design,116106042,116,Web,false,syllabus/syllabus.php?subjectId=116106042,
Fabric Structure & Design,116106043,116,Video,false,syllabus/syllabus.php?subjectId=116106043,
High Performance and Specialty Fibres,116102006,116,Web,false,syllabus/syllabus.php?subjectId=116102006,
Knitting Technology,116102008,116,Web,false,,/courses/116102008
Manufactured Fibre Technology,116102010,116,Web,false,syllabus/syllabus.php?subjectId=116102010,
Mechanics of Textile Machinery,116102012,116,Web,false,syllabus/syllabus.php?subjectId=116102012,
Natural Dyes,116104044,116,Video,false,,/courses/116104044/
Natural Dyes,116104046,116,Web,false,,/courses/116104046
Newer Natural dyes-Separation  Structure  Innovative Dyeing and Application using ecofriendly mordants as well as Synthetic dyeing,116104047,116,Video,false,syllabus/syllabus.php?subjectId=116104047,
Nonwoven Technology,116102014,116,Web,false,,/courses/116102014
Quality Control in Textile Industry,116102019,116,Web,false,,/courses/116102019
Shuttleless Weaving,116102017,116,Web,false,syllabus/syllabus.php?subjectId=116102017,
Technical Textiles - I,116102022,116,Web,false,syllabus/syllabus.php?subjectId=116102022,
Technical Textiles - II,116102023,116,Web,false,syllabus/syllabus.php?subjectId=116102023,
Technology of textured yarns,,116,Video,true,,
Textile chemical Processing: Theory and practice of Preparatory Processes,116102016,116,Web,false,syllabus/syllabus.php?subjectId=116102016,
Textile Effluent and its Management,116104045,116,Web,false,syllabus/syllabus.php?subjectId=116104045,
Textile Fibres,116102026,116,Web,false,syllabus/syllabus.php?subjectId=116102026,
Textile Printing,,116,Video,true,,
Textile Testing,116102029,116,Web,false,,/courses/116102029
Theory and Practice of Dyeing,116102031,116,Video,false,syllabus/syllabus.php?subjectId=116102031,
Theory of Fabric Structure,116102033,116,Web,false,syllabus/syllabus.php?subjectId=116102033,
Theory of Yarn Structures,116102034,116,Video,false,,/courses/116102034/
Yarn Manufacture - I,116102037,116,Web,false,syllabus/syllabus.php?subjectId=116102037,
Yarn Manufacture - II,116102038,116,Web,false,syllabus/syllabus.php?subjectId=116102038,
Adaptive Signal Processing,117105026,117,Web,false,syllabus/syllabus.php?subjectId=117105026,
Adaptive Signal Processing,117105075,117,Video,false,,video.php?subjectId=117105075
Adv. Digital Signal Processing - Multirate and wavelets,117101001,117,Video,false,,/courses/117101001/
Advance Digital Communication,117103015,117,Web,false,syllabus/syllabus.php?subjectId=117103015,
Advanced 3G and 4G Wireless Mobile Communications,117104099,117,Video,false,,/courses/117104099/
Advanced Antenna Theory,117107035,117,Web,false,syllabus/syllabus.php?subjectId=117107035,
Advanced Mobile Communication,117103016,117,Web,false,syllabus/syllabus.php?subjectId=117103016,
Advanced Optical Communication,117101002,117,Video,false,,/courses/117101002/
Advanced VLSI Design,,117,Web,true,,
Advanced VLSI Design,,117,Video,true,,
Analog Circuits,index.htm,117,Web,false,,courses/Webcourse-contents/IIT-ROORKEE/Analog circuits/index.htm
Analog IC Design,117105027,117,Web,false,syllabus/syllabus.php?subjectId=117105027,
Analog IC Design,117106030,117,Video,false,,/courses/117106030/
Artificial Neural Networks,117105028,117,Web,false,syllabus/syllabus.php?subjectId=117105028,
Basic Electronics,117103063,117,Video,false,,video.php?subjectId=117103063
Basic Electronics,home_page.htm,117,Web,false,,courses/Webcourse-contents/IIT-ROORKEE/BASIC-ELECTRONICS/home_page.htm
Biophotonics,117108037,117,Web,false,syllabus/syllabus.php?subjectId=117108037,
Broadband Networks: Concepts and Technology,117101050,117,Video,false,,/courses/117101050/
Circuits for Analog System Design,117108038,117,Video,false,,/courses/117108038/
CMOS Mixed-Signal VLSI Design,117101006,117,Video,false,syllabus/syllabus.php?subjectId=117101006,
Coding Theory,117106031,117,Video,false,,/courses/117106031/
Communication Engineering,117102059,117,Video,false,,video.php?subjectId=117102059
Communication Networking : Analytical Approach,117101005,117,Video,false,syllabus/syllabus.php?subjectId=117101005,
Communication Networks and Switching,New_index1.html,117,Web,false,,courses/Webcourse-contents/IIT Kharagpur/Communication network/New_index1.html
Computational Electromagnetics,117106032,117,Web,false,syllabus/syllabus.php?subjectId=117106032,
Digital Circuits,index.html,117,Web,false,,courses/Webcourse-contents/IIT- Guwahati/digital_circuit/frame/index.html
Digital Circuits and Systems,117106086,117,Video,false,,video.php?subjectId=117106086
Digital Communication,117101051,117,Video,false,,/courses/117101051/
Digital Communication,New_index1.html,117,Web,false,,courses/Webcourse-contents/IIT Kharagpur/Digi Comm/New_index1.html
Digital Computer Organization,117105078,117,Video,false,,video.php?subjectId=117105078
Digital Controller Design,117108039,117,Video,false,syllabus/syllabus.php?subjectId=117108039,
Digital Image Processing,About-Faculty.html,117,Web,false,,courses/Webcourse-contents/IIT-KANPUR/Digi_Img_Pro/ui/About-Faculty.html
Digital Image Processing,117105079,117,Video,false,,video.php?subjectId=117105079
Digital Signal Processing,117102060,117,Video,false,,video.php?subjectId=117102060
Digital Signal Processing,About-Faculty.html,117,Web,false,,courses/Webcourse-contents/IIT-KANPUR/Digi_Sign_Pro/ui/About-Faculty.html
Digital System design with PLDs and FPGAs,117108040,117,Video,false,syllabus/syllabus.php?subjectId=117108040,
Digital Systems Design,117105080,117,Video,false,,video.php?subjectId=117105080
Digital Video Signal Processing,117104020,117,Web,false,syllabus/syllabus.php?subjectId=117104020,
Digital VLSI Circuits,117108041,117,Video,false,syllabus/syllabus.php?subjectId=117108041,
Digital Voice & Picture Communication,117105081,117,Video,false,,video.php?subjectId=117105081
Discrete Event Stochastic Processes,117108042,117,Video,false,syllabus/syllabus.php?subjectId=117108042,
Electromagnetic Comptibility for Circuit Designers,117108043,117,Video,false,syllabus/syllabus.php?subjectId=117108043,
Electromagnetic Fields,index.htm,117,Web,false,,courses/Webcourse-contents/IIT- Guwahati/em/index.htm
Electronics for Analog Signal Processing - I,117106087,117,Video,false,,video.php?subjectId=117106087
Electronics for Analog Signal Processing - II,117106088,117,Video,false,,video.php?subjectId=117106088
Error Correcting Codes,117108044,117,Video,false,,/courses/117108044/
High Speed Devices and Circuits,117106089,117,Video,false,,video.php?subjectId=117106089
High Speed Semiconductor Devices,About-Faculty.html,117,Web,false,,courses/Webcourse-contents/IIT-KANPUR/HighSpeed_SemiconductorDevices/ui/About-Faculty.html
IC Technology,index.html,117,Web,false,,courses/Webcourse-contents/IIT- Guwahati/ic_tech/index.html
Information Theory,117108045,117,Video,false,syllabus/syllabus.php?subjectId=117108045,
Information Theory and Coding,117101053,117,Video,false,,/courses/117101053/
Information Theory and Coding,Learning Material - ITC.pdf,117,Web,false,,courses/Webcourse-contents/IISc-BANG/Information Theory and Coding/Learning Material - ITC.pdf
Introduction to Digital Speech Processing,,117,Web,true,,
Mechatronics,117108046,117,Video,false,syllabus/syllabus.php?subjectId=117108046,
MEMS and Microsystems,117105082,117,Video,false,,video.php?subjectId=117105082
Microcontrollers and Applications,About-Faculty.html,117,Web,false,,courses/Webcourse-contents/IIT-KANPUR/microcontrollers/micro/ui/About-Faculty.html
Microwave Theory and Techniques,117105029,117,Web,false,syllabus/syllabus.php?subjectId=117105029,
Multimedia,,117,Video,true,,
Multimedia processing,New_index1.html,117,Web,false,,courses/Webcourse-contents/IIT Kharagpur/Multimedia Processing/New_index1.html
Nanoelectronics: Devices and Materials,117108047,117,Video,false,syllabus/syllabus.php?subjectId=117108047,
Neural Networks and Applications,117105084,117,Video,false,,video.php?subjectId=117105084
Optical Communication,Course%20Objective.htm'),117,Web,false,,javascript:fullScreen('http://www.cdeep.iitb.ac.in/nptel/Electrical%20&%20Comm%20Engg/Optical%20Communication/Course%20Objective.htm')
Optical Networks,117102011,117,Web,false,syllabus/syllabus.php?subjectId=117102011,
Optical networks and Switching systems,117104021,117,Video,false,syllabus/syllabus.php?subjectId=117104021,
Pattern Recognition,117106100,117,Web,false,syllabus/syllabus.php?subjectId=117106100,
Pattern Recognition,117108048,117,Video,false,,/courses/117108048/
Pattern Recognition and Application,,117,Video,true,,
Photonic Integrated Circuits,117108049,117,Video,false,syllabus/syllabus.php?subjectId=117108049,
Principles of Communication,index.php,117,Web,false,,courses/IIT-MADRAS/Principles_of_Communication1/index.php
Probability and Random Processes,index.htm,117,Web,false,,courses/Webcourse-contents/IIT- Guwahati/probability_rp/index.htm
Probability and Random Processes,117105085,117,Video,false,,video.php?subjectId=117105085
Queuing Systems,117103017,117,Web,false,,/courses/117103017
RF Integrated Circuits,117102012,117,Video,false,,/courses/117102012/
Satellite Communication Systems,117107036,117,Web,false,syllabus/syllabus.php?subjectId=117107036,
Semiconductor Device Modeling,,117,Video,true,,
Semiconductor Devices,index.htm,117,Web,false,,courses/Webcourse-contents/IIT-Delhi/Semiconductor Devices/index.htm
Semiconductor Optical Communication Components and Devices,117104022,117,Web,false,syllabus/syllabus.php?subjectId=117104022,
Signal Detection and Estimation Theory,117103018,117,Web,false,syllabus/syllabus.php?subjectId=117103018,
Signal Processing Techniques for Speech Recognition,117104023,117,Video,false,syllabus/syllabus.php?subjectId=117104023,
Signals and Systems,Course%20Objective.htm'),117,Web,false,,javascript:fullScreen('http://www.cdeep.iitb.ac.in/nptel/Electrical%20&%20Comm%20Engg/Signals%20and%20System/Course%20Objective.htm')
Signals and Systems,117104074,117,Video,false,,/courses/117104074/
Simulation of Communication Systems,117104024,117,Web,false,syllabus/syllabus.php?subjectId=117104024,
Solid State Devices,117106091,117,Video,false,,video.php?subjectId=117106091
Statistical Signal Processing,117102013,117,Web,false,syllabus/syllabus.php?subjectId=117102013,
Statistical Signal Processing,117103019,117,Video,false,syllabus/syllabus.php?subjectId=117103019,
Structures and Methods in Communications and Signal Processing,117104025,117,Web,false,syllabus/syllabus.php?subjectId=117104025,
Transmission Lines and EM Waves,117101056,117,Video,false,,video.php?subjectId=117101056
Transmission Lines and EM Waves,Course%20Objective.htm'),117,Web,false,,javascript:fullScreen('http://www.cdeep.iitb.ac.in/nptel/Electrical%20&%20Comm%20Engg/Transmission%20Lines%20and%20EM%20Waves/Course%20Objective.htm')
VLSI Circuits,117106092,117,Video,false,,video.php?subjectId=117106092
VLSI Data Conversion Circuits,117106034,117,Video,false,,/courses/117106034/
VLSI Design,Course%20Objective.htm'),117,Web,false,,javascript:fullScreen('http://www.cdeep.iitb.ac.in/nptel/Electrical%20&%20Comm%20Engg/VLSI%20Design/Course%20Objective.htm')
VLSI Technology,117106093,117,Video,false,,video.php?subjectId=117106093
Wireless Communication,117102062,117,Video,false,,video.php?subjectId=117102062
Consolidation/Coating of nanomaterials and their applications,,118,Video,true,,
Economics / Management / Entrepreneurhip,,118,Web,true,,
Introduction to Colloid and Interface Science and Engineering,118104004,118,Web,false,syllabus/syllabus.php?subjectId=118104004,
Introduction to nanoscience,,118,Web,true,,
Introduction to Nantechnology,118108018,118,Web,false,syllabus/syllabus.php?subjectId=118108018,
Nano structured materials-synthesis  properties  self assembly and applications,118102003,118,Video,false,syllabus/syllabus.php?subjectId=118102003,
Nanobiotechnology,118106019,118,Web,false,syllabus/syllabus.php?subjectId=118106019,
Nanobiotechnology,118107015,118,Web,false,syllabus/syllabus.php?subjectId=118107015,
Nanophotonics,118106021,118,Web,false,syllabus/syllabus.php?subjectId=118106021,
Nanostructured Materials,118107016,118,Web,false,syllabus/syllabus.php?subjectId=118107016,
Nanostructures and Nanomaterials: Characterization and Properties,118104008,118,Video,false,syllabus/syllabus.php?subjectId=118104008,
Physics & Applications of semiconductor nanostructures (Semiconductor Nan devices),,118,Video,true,,
Science & Technology of MEMS/NEMS,,118,Video,true,,
Aerosols and the Earth's Climate,119108001,119,Video,false,syllabus/syllabus.php?subjectId=119108001,
Atmospheric Thermodynamics & Cloud Physics,119108002,119,Video,false,syllabus/syllabus.php?subjectId=119108002,
Physics of Atmosphere and Ocean,119102007,119,Web,false,syllabus/syllabus.php?subjectId=119102007,
Radiation Heat Transfer,119108004,119,Video,false,,/courses/119108004/
Statistical Methods in Climate Science,119108005,119,Video,false,syllabus/syllabus.php?subjectId=119108005,
The monsoon and its variability,119108006,119,Video,false,syllabus/syllabus.php?subjectId=119108006,
Animal Behaviour,120108001,120,Video,false,syllabus/syllabus.php?subjectId=120108001,
Aquatic Biodiversity and Environmental Pollution,120108002,120,Web,false,,/courses/120108002
Ecology: Through an Elephant's Eyes,120108003,120,Video,false,syllabus/syllabus.php?subjectId=120108003,
Environment Management,120108004,120,Web,false,,/courses/120108004
Municipal Solid Waste Management,120108005,120,Web,false,,/courses/120108005
India's Ayurvedic Inheritance,121106003,121,Video,false,syllabus/syllabus.php?subjectId=121106003,
Intellectual Property Rights,121103002,121,Web,false,syllabus/syllabus.php?subjectId=121103002,
Introduction to Research,121106001,121,Video,false,syllabus/syllabus.php?subjectId=121106001,
Applied mechanics,122102004,122,Video,false,,video.php?subjectId=122102004
Basic Electronics,index.html,122,Web,false,,courses/Webcourse-contents/IIT-KANPUR/esc102/index.html
Basic Electronics and Lab,122106025,122,Video,false,,video.php?subjectId=122106025
Basic Electronics and Lab,index.php,122,Web,false,,courses/IIT-MADRAS/Basic_Electronics_Lab/index.php
Classical Physics,122106027,122,Video,false,,video.php?subjectId=122106027
Concept of Management and Evolution of Management thought,122108038,122,Video,false,,video.php?subjectId=122108038
Engineering Chemistry I,Course%20Objectives.html'),122,Web,false,,javascript:fullScreen('http://www.cdeep.iitb.ac.in/nptel/Core%20Science/Engineering%20Chemistry%201/Course%20Objectives.html')
Engineering Chemistry I,122106028,122,Video,false,,video.php?subjectId=122106028
Engineering Chemistry III,index.php,122,Web,false,,courses/IIT-MADRAS/Engineering_Chemistry_III/index.php
Engineering Mechanics,About-Faculty.html,122,Web,false,,courses/Webcourse-contents/IIT-KANPUR/engg_mechanics/ui/About-Faculty.html
Engineering Mechanics,122104015,122,Video,false,,video.php?subjectId=122104015
Engineering Physics I (Experiment),index_exp.htm,122,Web,false,,courses/Webcourse-contents/IIT- Guwahati/engg_phy2/index_exp.htm
Engineering Physics I (Theory),index_cont.htm,122,Web,false,,courses/Webcourse-contents/IIT- Guwahati/engg_physics/index_cont.htm
Engineering Physics II,Course%20Objectives.html'),122,Web,false,,javascript:fullScreen('http://www.cdeep.iitb.ac.in/nptel/Core%20Science/Engineering%20Physics%202/Course%20Objectives.html')
Engineering Physics II,122104016,122,Video,false,,video.php?subjectId=122104016
Environment and Ecology,index.htm,122,Web,false,,courses/Webcourse-contents/IIT-Delhi/Environment and Ecology/index.htm
Environmental Chemistry and Analysis,index.php,122,Web,false,,courses/IIT-MADRAS/Enivironmental_Chemistry_Analysis/index.php
Human Resource Management-I,122105020,122,Video,false,,video.php?subjectId=122105020
Leadership,122105021,122,Video,false,,video.php?subjectId=122105021
Management Information System,122105022,122,Video,false,,video.php?subjectId=122105022
Management Science I,122102007,122,Video,false,,video.php?subjectId=122102007
Management Science I,index.php,122,Web,false,,courses/IIT-MADRAS/Management_Science_I/index.php
Management Science II,index.php,122,Web,false,,courses/IIT-MADRAS/Management_Science_II/index.php
Materials Science,122102008,122,Video,false,,video.php?subjectId=122102008
Mathematics I,Course%20Objectives.html'),122,Web,false,,javascript:fullScreen('http://www.cdeep.iitb.ac.in/nptel/Core%20Science/Mathematics%20I/Course%20Objectives.html')
Mathematics I,122104017,122,Video,false,,video.php?subjectId=122104017
Mathematics II,index.html,122,Web,false,,courses/Webcourse-contents/IIT-KANPUR/mathematics-2/index.html
Mathematics II,122107036,122,Video,false,,video.php?subjectId=122107036
Mathematics III,index.htm,122,Web,false,,courses/Webcourse-contents/IIT- Guwahati/maths3/index.htm
Mathematics III,122107037,122,Video,false,,video.php?subjectId=122107037
Numerical Analysis and Computer Programming,122106033,122,Video,false,,video.php?subjectId=122106033
Numerical Analysis in Computer Programming,front.htm,122,Web,false,,courses/Webcourse-contents/IIT-KANPUR/Numerical Analysis/front.htm
Numerical Methods and Computation,122102009,122,Video,false,,video.php?subjectId=122102009
Physics I - Oscillations & Waves,122105023,122,Video,false,,video.php?subjectId=122105023
Quantum Physics,122106034,122,Video,false,,video.php?subjectId=122106034
Strategic Management,122105024,122,Video,false,,video.php?subjectId=122105024
An Introduction to Underground Mine Environment and Ventilation,123106002,123,Web,false,syllabus/syllabus.php?subjectId=123106002,
Fundamentals of Environmental Pollution and Control,123105001,123,Video,false,,video.php?subjectId=123105001
Manufacture of Automobile Components,125106001,125,Web,false,syllabus/syllabus.php?subjectId=125106001,
Vehicle Dynamics,125106002,125,Web,false,syllabus/syllabus.php?subjectId=125106002,
